learning_seed,n_samples_per_state,template_seed,target_src,target_dst,target_feature,present_n_admissible_edges,absent_n_admissible_edges,baseline_safe_present,baseline_safe_absent,baseline_safe_present_minus_absent,safe_gain_present,safe_gain_absent,safe_gain_present_minus_absent,risky_drop_present,risky_drop_absent,risky_drop_present_minus_absent,present_H1,absent_H1,present_H2,absent_H2,present_H3,absent_H3,present_H4,absent_H4,present_pass_all,absent_pass_all,present_resistance_risky_terminal,absent_resistance_risky_terminal
2,1200,2002,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,42,41,0.3763888888888889,0.3736111111111111,0.002777777777777768,0.07916666666666666,0.0763888888888889,0.002777777777777768,0.1125,0.11666666666666667,-0.004166666666666666,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,1200,2003,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.37777777777777777,0.37777777777777777,0.0,0.07500000000000001,0.07500000000000001,0.0,0.1138888888888889,0.1138888888888889,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,1200,2004,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.3611111111111111,0.3611111111111111,0.0,0.08750000000000002,0.08750000000000002,0.0,0.10972222222222222,0.10972222222222222,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,1200,2005,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,42,41,0.33194444444444443,0.33194444444444443,0.0,0.10416666666666669,0.10416666666666669,0.0,0.14444444444444446,0.14444444444444446,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,1200,2006,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.3277777777777778,0.3277777777777778,0.0,0.11805555555555558,0.1166666666666667,0.001388888888888884,0.10138888888888889,0.10138888888888889,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,1200,2007,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.3111111111111111,0.3111111111111111,0.0,0.08333333333333331,0.08333333333333331,0.0,0.1486111111111111,0.1486111111111111,0.0,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778
2,1200,2008,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.39444444444444443,0.39444444444444443,0.0,0.061111111111111116,0.061111111111111116,0.0,0.1236111111111111,0.1236111111111111,0.0,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778
2,1200,2009,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.45694444444444443,0.45694444444444443,0.0,0.06111111111111117,0.06111111111111117,0.0,0.14305555555555555,0.14305555555555555,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,1200,2010,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.375,0.375,0.0,0.07777777777777778,0.07777777777777778,0.0,0.10972222222222222,0.10972222222222222,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,1200,2011,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.3125,0.3125,0.0,0.09583333333333333,0.09583333333333333,0.0,0.16111111111111112,0.16111111111111112,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
