learning_seed,n_samples_per_state,template_seed,target_src,target_dst,target_feature,present_n_admissible_edges,absent_n_admissible_edges,baseline_safe_present,baseline_safe_absent,baseline_safe_present_minus_absent,safe_gain_present,safe_gain_absent,safe_gain_present_minus_absent,risky_drop_present,risky_drop_absent,risky_drop_present_minus_absent,present_H1,absent_H1,present_H2,absent_H2,present_H3,absent_H3,present_H4,absent_H4,present_pass_all,absent_pass_all,present_resistance_risky_terminal,absent_resistance_risky_terminal,original_present_minus_absent_H3_rate,original_sign
6,1200,3002,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5388888888888889,0.5541666666666666,-0.015277777777777724,0.08611111111111114,0.07916666666666672,0.00694444444444442,0.043055555555555555,0.03888888888888889,0.004166666666666666,True,True,True,True,False,False,False,False,False,False,0.0,0.0,-0.0625,-1
6,1200,3003,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.5375,0.5638888888888889,-0.026388888888888906,0.0902777777777779,0.07500000000000007,0.015277777777777835,0.0375,0.03333333333333333,0.004166666666666666,True,True,True,True,False,False,False,False,False,False,0.001388888888888889,0.001388888888888889,-0.0625,-1
6,1200,3004,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5388888888888889,0.5541666666666666,-0.015277777777777724,0.08611111111111114,0.07916666666666672,0.00694444444444442,0.043055555555555555,0.03888888888888889,0.004166666666666666,True,True,True,True,False,False,False,False,False,False,0.0,0.0,-0.0625,-1
6,1200,3005,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5222222222222223,0.548611111111111,-0.026388888888888795,0.10555555555555551,0.0902777777777779,0.015277777777777612,0.05,0.04722222222222222,0.002777777777777782,True,True,True,True,False,False,False,False,False,False,0.0,0.0,-0.0625,-1
6,1200,3006,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4791666666666667,0.49583333333333335,-0.016666666666666663,0.10972222222222211,0.08611111111111114,0.02361111111111097,0.07916666666666666,0.07083333333333333,0.008333333333333331,True,True,True,True,False,False,False,False,False,False,0.0,0.001388888888888889,-0.0625,-1
6,1200,3007,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5263888888888889,0.525,0.001388888888888884,0.11944444444444446,0.1333333333333333,-0.01388888888888884,0.06527777777777777,0.07222222222222222,-0.0069444444444444475,True,True,True,True,False,False,False,False,False,False,0.002777777777777778,0.0,-0.0625,-1
6,1200,3008,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.3666666666666667,0.3666666666666667,0.0,0.08472222222222214,0.11805555555555552,-0.03333333333333338,0.05138888888888889,0.05,0.001388888888888884,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.002777777777777778,-0.0625,-1
6,1200,3009,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.46111111111111114,0.4513888888888889,0.009722222222222243,0.1444444444444445,0.17777777777777776,-0.03333333333333327,0.07222222222222223,0.07500000000000001,-0.002777777777777782,True,True,True,True,False,True,False,False,False,False,0.001388888888888889,0.001388888888888889,-0.0625,-1
6,1200,3010,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.5208333333333333,0.5277777777777778,-0.006944444444444531,0.10694444444444451,0.12222222222222212,-0.015277777777777612,0.05138888888888889,0.05555555555555555,-0.004166666666666666,True,True,True,True,False,False,False,False,False,False,0.001388888888888889,0.001388888888888889,-0.0625,-1
6,1200,3011,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.5111111111111111,0.525,-0.01388888888888895,0.10694444444444451,0.09305555555555556,0.01388888888888895,0.04444444444444444,0.041666666666666664,0.002777777777777775,True,True,True,True,False,False,False,False,False,False,0.001388888888888889,0.001388888888888889,-0.0625,-1
