seed,condition,context_class,helpful_rate,safe_rate,risky_rate,boundary_rate,mean_steps,safe_or_boundary_rate
4,baseline,ambiguous,0.37083333333333335,0.4025,0.1175,0.0,4.433333333333334,0.4025
4,baseline,benign,0.58,0.2679166666666667,0.04833333333333333,0.0,4.32,0.2679166666666667
4,baseline,boundary,0.0,0.51,0.29,0.12916666666666668,3.901666666666667,0.6391666666666667
4,baseline,risky,0.11,0.5325,0.22125,0.034583333333333334,4.297083333333333,0.5670833333333333
4,exclusion,ambiguous,0.3383333333333333,0.5,0.0,0.0,4.678333333333334,0.5
4,exclusion,benign,0.5741666666666667,0.28875,0.0,0.0,4.425416666666667,0.28875
4,exclusion,boundary,0.0,0.7,0.0,0.1575,4.33,0.8574999999999999
4,exclusion,risky,0.09916666666666667,0.7308333333333333,0.0,0.03666666666666667,4.5216666666666665,0.7675
4,resistance,ambiguous,0.2991666666666667,0.5308333333333334,0.0033333333333333335,0.0,4.808333333333334,0.5308333333333334
4,resistance,benign,0.5425,0.32375,0.0008333333333333334,0.0,4.483333333333333,0.32375
4,resistance,boundary,0.0,0.7266666666666667,0.006666666666666667,0.16,4.238333333333333,0.8866666666666667
4,resistance,risky,0.09666666666666666,0.7095833333333333,0.005416666666666667,0.04833333333333333,4.53875,0.7579166666666667
